"HAFAS_ID";"RMV_ID";"DHID";"HST_NAME";"NAME_FAHRPLAN";"X_IPL_WERT";"Y_IPL_WERT";"X_WGS84";"Y_WGS84";"LNO";"IST_BAHNHOF";"GUELTIG_AB";"GUELTIG_BIS";"VERBUND_1_ISTGLEICH_RMV";"LAND";"RP";"LANDKREIS";"GEMEINDENAME";"ORTSTEILNAME";"AGS_LAND";"AGS_RP";"AGS_LK";"AGS_G";"AGS_OT"
"3025447";"25447";"";"Nerotal";"Wiesbaden Nerotal";"3444710";"5551280";"8,22630714586944";"50,0951672243823";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025448";"25448";"";"Kaisertor/Stadtbibliothek";"Mainz Kaisertor/Stadtbibliothek";"3447630";"5541690";"8,26842500721018";"50,0092215186301";"MVG";"0";"01.01.1995";"";"1";"Rheinland-Pfalz";"3";"Stadt Mainz";"Mainz";"Neustadt";"07";"3";"15";"000";"998"
"3025449";"25449";"";"Neuberg";"Wiesbaden Neuberg";"3446006";"5550677";"8,2445030297907";"50,0898659096946";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025450";"25450";"";"Neubrunnenplatz/Römerpassage";"Mainz Neubrunnenplatz/Römerpassage";"3447456";"5540883";"8,26610838312509";"50,0019514798657";"MVG";"0";"01.01.1995";"";"1";"Rheinland-Pfalz";"3";"Stadt Mainz";"Mainz";"Altstadt";"07";"3";"15";"000";"999"
"3025451";"25451";"";"Kirchgasse";"Wiesbaden Kirchgasse";"3445617";"5549619";"8,23921834804555";"50,0803194561525";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025452";"25452";"";"Niederfeldstraße";"Wiesbaden-Mainz-Amöneburg Niederfeldstraße";"3446653";"5543983";"8,25447731805016";"50,0297480302007";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Amöneburg";"06";"4";"14";"000";"510"
"3025453";"25453";"";"Bahnstraße";"Eppstein-Niederjosbach Bahnstraße";"3453606";"5557602";"8,34985393481882";"50,1527625793418";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eppstein";"Niederjosbach";"06";"4";"36";"002";"040"
"3025454";"25454";"";"Niedernhausener Straße";"Wiesbaden-Rambach Niedernhausener Straße";"3447884";"5553503";"8,27035771632919";"50,1154383722537";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Rambach";"06";"4";"14";"000";"210"
"3025455";"25455";"";"Nietzerfeld";"Wiesbaden-Erbenheim Nietzerfeld";"3449512";"5548033";"8,2938412105468";"50,0664059836361";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Erbenheim";"06";"4";"14";"000";"130"
"3025456";"25456";"";"Horchheimer Straße";"Wiesbaden-Nordenstadt Horchheimer Straße";"3452881";"5547408";"8,34097015989717";"50,061064329758";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Nordenstadt";"06";"4";"14";"000";"250"
"3025457";"25457";"";"Nordfriedhof";"Wiesbaden Nordfriedhof";"3444338";"5551489";"8,22107827736012";"50,0970112389083";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025458";"25458";"";"Nürnberger Straße";"Wiesbaden-Delkenheim Nürnberger Straße";"3454323";"5545273";"8,36136220805347";"50,0419837530684";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Delkenheim";"06";"4";"14";"000";"260"
"3025459";"25459";"";"Nußbaumstraße";"Wiesbaden Nussbaumstraße";"3445754";"5547863";"8,24138151715071";"50,064546329945";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025460";"25460";"";"Oberfeld";"Wiesbaden-Erbenheim Oberfeld";"3450475";"5546865";"8,30744183962957";"50,0559871162601";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Erbenheim";"06";"4";"14";"000";"130"
"3025462";"25462";"";"Oderstraße";"Wiesbaden-Schierstein Oderstraße";"3441822";"5545806";"8,18678330299127";"50,0456828436974";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Schierstein";"06";"4";"14";"000";"270"
"3025463";"25463";"";"Oranienhof";"Wiesbaden-Igstadt Oranienhof";"3450758";"5549756";"8,3110208070185";"50,0819998755978";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Igstadt";"06";"4";"14";"000";"240"
"3025464";"25464";"";"Ostpreußenstraße";"Wiesbaden-Rambach Ostpreußenstraße";"3448025";"5553228";"8,27236642380019";"50,1129786247286";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Rambach";"06";"4";"14";"000";"210"
"3025465";"25465";"";"Otto-Suhr-Ring";"Wiesbaden-Mainz-Kastel Otto-Suhr-Ring";"3449038";"5542837";"8,28791327682483";"50,0196550233496";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kastel";"06";"4";"14";"000";"520"
"3025466";"25466";"";"Paul-Ehrlich-Straße";"Wiesbaden-Biebrich Paul-Ehrlich-Straße";"3444983";"5545788";"8,2309127487684";"50,0458220620072";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025467";"25467";"";"Paulusplatz";"Wiesbaden-Mainz-Kastel Paulusplatz";"3449012";"5541547";"8,28772210889502";"50,0080560272748";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kastel";"06";"4";"14";"000";"520"
"3025468";"25468";"";"Peter-Sander-Straße";"Wiesbaden-Mainz-Kastel Peter-Sander-Straße";"3448476";"5543910";"8,27992770094556";"50,0292525600372";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kastel";"06";"4";"14";"000";"520"
"3025469";"25469";"";"Plutoweg";"Wiesbaden-Bierstadt Plutoweg";"3448094";"5550143";"8,27375075338466";"50,0852518102034";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Bierstadt";"06";"4";"14";"000";"120"
"3025470";"25470";"";"Polizeiakademie";"Wiesbaden-Dotzheim Polizeiakademie";"3442209";"5550305";"8,19150558662951";"50,0861641868941";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025471";"25471";"";"Poststraße";"Wiesbaden-Bierstadt Poststraße";"3448659";"5549927";"8,28167366970595";"50,0833592078337";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Bierstadt";"06";"4";"14";"000";"120"
"3025472";"25472";"";"Prinz-Nikolas-Straße";"Wiesbaden-Sonnenberg Prinz-Nikolas-Straße";"3446144";"5551872";"8,24626261140187";"50,1006209435681";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025474";"25474";"";"Raiffeisenstraße";"Wiesbaden-Bierstadt Raiffeisenstraße";"3448674";"5550200";"8,28184653315313";"50,0858146719919";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Bierstadt";"06";"4";"14";"000";"120"
"3025475";"25475";"";"Kitzelberg";"Wiesbaden-Rambach Kitzelberg";"3448310";"5553958";"8,27625157596068";"50,1195659239725";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Rambach";"06";"4";"14";"000";"210"
"3025476";"25476";"";"Borngasse";"Niedernhausen Borngasse";"3451240";"5558620";"8,31662009204054";"50,1617237694323";"RTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Rheingau-Taunus";"Niedernhausen";"Niedernhausen";"06";"4";"39";"011";"030"
"3025477";"25477";"";"Rathaus Biebrich";"Wiesbaden-Biebrich Rathaus";"3445608";"5545307";"8,23970602679845";"50,0415555987575";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025480";"25480";"";"Rathausplatz";"Wiesbaden-Delkenheim Rathausplatz";"3454384";"5545860";"8,36214371936086";"50,047265471654";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Delkenheim";"06";"4";"14";"000";"260"
"3025481";"25481";"";"Rathenauplatz";"Wiesbaden-Biebrich Rathenauplatz";"3445666";"5545092";"8,24054614557895";"50,0396281386385";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025482";"25482";"";"Regattastraße";"Wiesbaden-Biebrich Regattastraße";"3444599";"5545067";"8,22565652974239";"50,0393049072069";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025485";"25485";"";"Rheinblick";"Wiesbaden-Dotzheim Rheinblick";"3441192";"5548534";"8,17756929139804";"50,0701440413577";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025487";"25487";"";"Riederbergstraße";"Wiesbaden Riederbergstraße";"3444963";"5550054";"8,23001936675";"50,0841696143111";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025489";"25489";"";"Rieslingstraße";"Wiesbaden-Breckenheim Rieslingstraße";"3454793";"5549536";"8,36741874937055";"50,0803432910212";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Breckenheim";"06";"4";"14";"000";"340"
"3025490";"25490";"";"Robert-Krekel-Anlage";"Wiesbaden-Biebrich Robert-Krekel-Anlage";"3445714";"5545549";"8,24115131926397";"50,0437407740675";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025491";"25491";"";"Röderstraße";"Wiesbaden Röderstraße";"3445609";"5550627";"8,23896300469531";"50,0893801730353";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025492";"25492";"";"Roonstraße";"Wiesbaden-Mainz-Kastel Roonstraße";"3448723";"5541792";"8,283658060576";"50,0102336769309";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kastel";"06";"4";"14";"000";"520"
"3025493";"25493";"";"Rosenheimer Straße";"Wiesbaden-Delkenheim Rosenheimer Straße";"3454048";"5544831";"8,35757652929751";"50,0379890406825";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Delkenheim";"06";"4";"14";"000";"260"
"3025494";"25494";"";"Rossertstraße";"Wiesbaden-Medenbach Rossertstraße";"3452759";"5553089";"8,33856333239977";"50,1121252683879";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Medenbach";"06";"4";"14";"000";"330"
"3025495";"25495";"";"Rostocker Straße";"Wiesbaden-Bierstadt Rostocker Straße";"3449277";"5550417";"8,29024259983785";"50,087817278055";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Bierstadt";"06";"4";"14";"000";"120"
"3025496";"25496";"";"Rothstraße";"Wiesbaden Rothstraße";"3444988";"5550509";"8,23030308548501";"50,0882621607648";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025497";"25497";"";"Ruhbergstraße";"Wiesbaden Ruhbergstraße";"3444816";"5550817";"8,22785535014102";"50,0910149568083";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025498";"25498";"";"Saarbrücker Allee";"Wiesbaden-Schierstein Saarbrücker Allee";"3443154";"5546028";"8,20534465964699";"50,047807412374";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Schierstein";"06";"4";"14";"000";"270"
"3025499";"25499";"";"Sanitas";"Wiesbaden Sanitas";"3445034";"5551239";"8,23084068424641";"50,0948287630995";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025500";"25500";"";"Scheffelstraße";"Wiesbaden Scheffelstraße";"3445387";"5548692";"8,23613779423773";"50,0719650333047";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025501";"25501";"";"Schelmengraben";"Wiesbaden-Dotzheim Schelmengraben";"3441563";"5548819";"8,18270737475553";"50,0727426538722";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025502";"25502";"";"Schenkendorfstraße";"Wiesbaden Schenkendorfstraße";"3445347";"5548513";"8,23560469661537";"50,0703522235111";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025503";"25503";"";"Mombacher Kreisel";"Mainz Mombacher Kreisel";"3444210";"5543944";"8,22039050120688";"50,0291732343645";"MVG";"0";"01.01.1995";"";"1";"Rheinland-Pfalz";"3";"Stadt Mainz";"Mainz";"Mombach";"07";"3";"15";"000";"002"
"3025504";"25504";"";"Hafen";"Wiesbaden-Schierstein Hafen";"3442840";"5545475";"8,2010437067361";"50,042806092324";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Schierstein";"06";"4";"14";"000";"270"
"3025505";"25505";"";"Schiersteiner Straße";"Wiesbaden Schiersteiner Straße";"3445066";"5548965";"8,23161499655211";"50,0743895629218";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025506";"25506";"";"Schillerstraße";"Wiesbaden-Naurod Schillerstraße";"3450366";"5556034";"8,30472695008359";"50,1384040899145";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Naurod";"06";"4";"14";"000";"310"
"3025508";"25508";"";"Schlagmühle";"Wiesbaden-Delkenheim Schlagmühle";"3455304";"5546229";"8,37494442606347";"50,050652667823";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Delkenheim";"06";"4";"14";"000";"260"
"3025509";"25509";"";"Schlagstraße";"Wiesbaden-Sonnenberg Schlagstraße";"3447580";"5552320";"8,2662703865529";"50,1047769280716";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025510";"25510";"";"Schleiermacherstraße";"Wiesbaden-Sonnenberg Schleiermacherstraße";"3447398";"5550746";"8,26394356325181";"50,0906112363298";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025511";"25511";"";"Schloß Biebrich";"Wiesbaden-Biebrich Schloß";"3445006";"5544870";"8,23136571584696";"50,0375717523141";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025512";"25512";"";"Landtag";"Mainz Landtag";"3447878";"5541338";"8,27193229677085";"50,0060789143988";"MVG";"0";"01.01.1995";"";"1";"Rheinland-Pfalz";"3";"Stadt Mainz";"Mainz";"Altstadt";"07";"3";"15";"000";"999"
"3025514";"25514";"";"Sedanplatz";"Wiesbaden Sedanplatz";"3444899";"5549903";"8,22914701187537";"50,0828062588992";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025515";"25515";"";"Sickingenstrasse";"Wiesbaden-Biebrich Sickingenstraße";"3444561";"5546701";"8,2248894071894";"50,0539903110206";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025516";"25516";"";"Simeonhaus";"Wiesbaden-Dotzheim Simeonhaus";"3441810";"5550703";"8,18587033769611";"50,0897029871857";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025517";"25517";"";"Hofgartenplatz";"Wiesbaden-Sonnenberg Hofgartenplatz";"3447447";"5551902";"8,2644690268472";"50,1010075206275";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025518";"25518";"";"Spandauer Straße";"Wiesbaden-Erbenheim Spandauer Straße";"3449262";"5547267";"8,2904513825166";"50,059498583994";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Erbenheim";"06";"4";"14";"000";"130"
"3025520";"25520";"";"Stat.-Bundesamt";"Wiesbaden Statistisches Bundesamt";"3446456";"5548687";"8,25106974316983";"50,0720174573143";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025521";"25521";"";"Steinberger Straße";"Wiesbaden-Biebrich Steinberger Straße";"3445312";"5547349";"8,23528237648073";"50,0598851572996";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025523";"25523";"";"Steinbruch";"Wiesbaden-Sonnenberg Steinbruch";"3447754";"5552520";"8,26867500114003";"50,1065901968591";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025524";"25524";"";"Steinern Str./W.-Leuschner Sch";"Wiesbaden-Mainz-Kastel Steinern Straße/WLeuSch";"3449531";"5542068";"8,29489310682332";"50,0127839452456";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kostheim";"06";"4";"14";"000";"530"
"3025525";"25525";"";"Stephan-Born-Straße";"Wiesbaden-Dotzheim Stephan-Born-Straße";"3442121";"5548352";"8,19057197321223";"50,0685992340662";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025526";"25526";"";"Stielstraße";"Wiesbaden-Schierstein Stielstraße";"3443084";"5546306";"8,20432608539436";"50,050299797518";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Schierstein";"06";"4";"14";"000";"270"
"3025527";"25527";"";"Stollenweg";"Wiesbaden-Klarenthal Stollenweg";"3441868";"5551726";"8,18652493435144";"50,0989048337604";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Klarenthal";"06";"4";"14";"000";"070"
"3025528";"25528";"";"Straßenmühle";"Wiesbaden-Dotzheim Straßenmühle";"3443319";"5548226";"8,20732236675628";"50,0675821127511";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025529";"25529";"";"Südfriedhof";"Wiesbaden Südfriedhof";"3447646";"5547419";"8,26786482735737";"50,0607247521751";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025530";"25530";"";"Talheim";"Wiesbaden-Sonnenberg Talheim";"3447286";"5551645";"8,2622544058349";"50,0986829156244";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025531";"25531";"";"Tannenring";"Wiesbaden-Auringen Tannenring";"3452524";"5554608";"8,33508887917722";"50,1257617976909";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Auringen";"06";"4";"14";"000";"320"
"3025532";"25532";"";"Tannhäuserstraße";"Wiesbaden-Biebrich Tannhäuserstraße";"3445776";"5546322";"8,24190725416007";"50,050695393651";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025533";"25533";"";"Taunushof";"Wiesbaden-Breckenheim Taunushof";"3454270";"5549549";"8,360110744932";"50,0804200763384";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Breckenheim";"06";"4";"14";"000";"340"
"3025534";"25534";"";"Tennelbachstraße";"Wiesbaden-Sonnenberg Tennelbachstraße";"3446941";"5551162";"8,25750009382257";"50,0943101985343";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Sonnenberg";"06";"4";"14";"000";"110"
"3025535";"25535";"";"Theodor-Haubach-Straße";"Wiesbaden-Klarenthal Theodor-Haubach-Straße";"3442893";"5550166";"8,20108284938987";"50,0849808644778";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Klarenthal";"06";"4";"14";"000";"070"
"3025536";"25536";"";"Theodor-Heuss-Ring";"Wiesbaden-Biebrich Theodor-Heuss-Ring";"3445821";"5547477";"8,24237189545922";"50,0610824703735";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Biebrich";"06";"4";"14";"000";"140"
"3025537";"25537";"";"Thermalbad";"Wiesbaden Thermalbad";"3447241";"5550536";"8,26177883483655";"50,0887094851261";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025539";"25539";"";"Thomaestraße";"Wiesbaden Thomaestraße";"3446014";"5550810";"8,24459600093837";"50,0910622460177";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025540";"25540";"";"Tierpark Fasanerie";"Wiesbaden-Klarenthal Tierpark Fasanerie";"3442226";"5552047";"8,19147942611643";"50,1018254070019";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Klarenthal";"06";"4";"14";"000";"070"
"3025541";"25541";"";"Töpferstraße";"Wiesbaden-Bierstadt Töpferstraße";"3449047";"5550340";"8,28703926672298";"50,0871053685179";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Bierstadt";"06";"4";"14";"000";"120"
"3025542";"25542";"";"Tränkweg";"Wiesbaden Tränkweg";"3446221";"5551611";"8,24737554028238";"50,0982816636467";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Stadt";"06";"4";"14";"000";"999"
"3025544";"25544";"";"Trompeterstraße";"Wiesbaden-Rambach Trompeterstraße";"3448113";"5553679";"8,273535224253";"50,1170406242186";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Rambach";"06";"4";"14";"000";"210"
"3025545";"25545";"";"Überm Wald";"Wiesbaden-Auringen Überm Wald";"3452479";"5554220";"8,33450803509948";"50,1222702016524";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Auringen";"06";"4";"14";"000";"320"
"3025546";"25546";"";"Ulmenstraße";"Niedernhausen Ulmenstraße";"3451275";"5559333";"8,31701845990563";"50,1681362117522";"RTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Rheingau-Taunus";"Niedernhausen";"Niedernhausen";"06";"4";"39";"011";"030"
"3025547";"25547";"";"Universität";"Mainz Universität";"3446095";"5540366";"8,24719887552109";"49,997182098987";"MVG";"0";"01.01.1995";"";"1";"Rheinland-Pfalz";"3";"Stadt Mainz";"Mainz";"Oberstadt";"07";"3";"15";"000";"997"
"3025548";"25548";"";"Uthmannstraße";"Wiesbaden-Mainz-Kostheim Uthmannstraße";"3449782";"5541912";"8,29841511469042";"50,0114027845374";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kostheim";"06";"4";"14";"000";"530"
"3025549";"25549";"";"Veilchenweg";"Wiesbaden-Dotzheim Veilchenweg";"3442729";"5547832";"8,1991414151734";"50,0639836528984";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Dotzheim";"06";"4";"14";"000";"160"
"3025551";"25551";"";"Viktoriastraße";"Wiesbaden-Mainz-Kostheim Viktoriastraße";"3449980";"5540977";"8,30129920527687";"50,0030140230968";"LNO WI";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Wiesbaden";"Wiesbaden";"Kostheim";"06";"4";"14";"000";"530"
